0 1 27.7472 183.8819 20.403 63.9823
0 2 514.908 246.1051 30.3544 98.3652
0 3 495.5211 173.1666 25.9941 75.421
0 4 455.4841 132.2671 29.3884 63.9471
0 5 211.5877 169.4885 26.7877 63.1636
0 6 189.8914 170.0007 29.0318 65.4739
0 7 164.097 167.2403 26.3785 61.2361
0 8 171.7596 155.8205 22.4307 60.5787
0 9 137.5452 167.4486 27.2054 59.7529
0 10 101.1306 153.1149 25.55 60.5796
0 11 65.5436 226.2095 29.8755 72.8069
0 12 29.8334 153.6849 22.3328 58.6479
0 13 59.599 175.0144 18.69 64.4707
0 14 68.9554 167.2179 18.969 62.7022
0 18 486.4195 234.2183 29.8805 97.2779
0 20 18.8865 198.4013 26.0023 77.5682
0 21 40.5718 197.4966 22.5859 69.6818
0 22 59.7362 210.4751 24.5157 73.5223
0 23 92.7608 189.9648 26.4302 64.7054
0 25 120.5574 200.7245 27.7383 72.3424
0 28 568.9379 218.6315 33.9462 82.4603
0 29 79.3937 207.5792 27.071 75.9485
0 30 245.3706 183.8281 22.9868 72.8572
0 32 231.577 210.7775 28.3634 74.1685
0 33 257.1969 208.9441 32.5855 74.6151
0 34 357.606 261.4365 35.3838 103.867
0 37 503.5956 158.0295 25.1366 71.5937
0 38 336.1524 159.3982 27.2125 57.7577
0 39 279.7711 156.777 34.1709 61.8112
0 40 10.6694 206.5907 16.4704 68.4488
1 1 29.2852 184.3984 20.3692 63.9624
1 2 517.288 245.6405 31.3774 97.8453
1 3 500.8362 172.8059 27.0609 75.3996
1 4 459.7882 131.9811 28.9883 63.9449
1 5 215.1203 169.3067 26.4764 63.0851
1 6 195.095 169.4066 28.369 65.3137
1 7 168.4788 166.6632 26.2673 61.2472
1 8 173.7637 156.1021 22.4164 60.6073
1 9 141.1392 167.2492 26.9441 59.6887
1 10 104.9307 152.7191 25.55 60.5787
1 11 67.7059 227.2726 29.8511 73.4313
1 12 32.5423 153.6445 22.2606 58.4764
1 13 60.8204 175.5389 18.69 64.4564
1 14 71.9049 167.2645 18.9603 62.6519
1 18 487.9111 234.0833 30.0876 97.0397
1 20 22.0155 198.6279 26.388 77.4642
1 21 43.849 197.807 22.5543 69.3944
1 22 63.1236 210.6195 24.6754 73.9826
1 23 96.1388 190.1117 26.1785 64.8054
1 25 124.6993 201.2603 27.6647 72.4762
1 28 575.1853 220.2306 34.5096 83.6662
1 29 83.1562 207.9994 27.0496 76.1318
1 30 250.182 184.1169 23.028 73.0388
1 32 235.5709 211.4885 28.6032 74.4185
1 33 261.1346 209.3345 32.4943 74.5005
1 34 358.0489 262.2908 35.2901 103.9615
1 37 508.5341 157.7066 25.7554 70.6559
1 38 339.2184 159.5454 27.2219 57.8745
1 39 283.1239 156.6052 33.8687 61.907
1 40 11.9932 206.9748 16.8993 68.6172
2 1 31.1628 185.0299 20.3287 63.9385
2 2 520.1924 245.0736 32.6262 97.2113
2 3 507.3227 172.3661 28.3627 75.3734
2 4 465.0403 131.6328 28.5001 63.9424
2 5 219.4314 169.0854 26.0967 62.9896
2 6 201.4448 168.6819 27.5606 65.1179
2 7 173.8265 165.9583 26.1319 61.2605
2 8 176.209 156.4458 22.3989 60.642
2 9 145.5253 167.0062 26.6254 59.6102
2 10 109.568 152.2359 25.55 60.5771
2 11 70.3447 228.5703 29.8218 74.193
2 12 35.8474 153.5952 22.1718 58.2672
2 13 62.2629 176.174 18.69 64.439
2 14 75.5036 167.3216 18.9495 62.59
2 18 489.731 233.9183 30.3404 96.749
2 20 25.8343 198.9046 26.8587 77.3375
2 21 47.8484 198.1853 22.5162 69.0433
2 22 67.2577 210.7959 24.8701 74.5445
2 23 100.2603 190.2908 25.8709 64.9275
2 25 129.7547 201.9145 27.576 72.6387
2 28 582.7249 222.1111 34.7867 85.1093
2 29 87.7481 208.5121 27.0234 76.3553
2 30 256.0539 184.4685 23.0781 73.26
2 32 240.4448 212.3567 28.8961 74.7236
2 33 265.9399 209.811 32.3831 74.3602
2 34 358.5889 263.3336 35.1752 104.077
2 37 514.5309 157.3212 26.4936 69.5499
2 38 342.9597 159.7253 27.2331 58.0169
2 39 287.2149 156.3957 33.5001 62.0236
2 40 13.6409 207.4418 17.4245 68.8161
3 1 33.2238 185.7238 20.2849 63.9123
3 2 523.3798 244.4516 33.9966 96.5154
3 3 514.4411 171.8838 29.7912 75.3447
3 4 470.8038 131.2511 27.9641 63.94
3 5 224.1624 168.8435 25.6798 62.8852
3 6 208.4126 167.8872 26.6735 64.9027
3 7 179.6951 165.1844 25.9834 61.2748
3 8 178.8921 156.8228 22.3798 60.68
3 9 150.3387 166.7398 26.2755 59.5241
3 10 114.6571 151.7055 25.55 60.5749
3 11 73.2406 229.995 29.79 75.0285
3 12 39.4733 153.5409 22.074 58.0376
3 13 63.6855 176.8536 18.69 64.4202
3 14 79.4523 167.3846 18.9378 62.5215
3 18 491.7279 233.7373 30.6178 96.4301
3 20 30.0257 199.2086 27.3753 77.1986
3 21 52.2374 198.6 22.4746 68.6577
3 22 71.8004 210.9944 25.081 75.1593
3 23 104.7826 190.4872 25.5331 65.0618
3 25 135.3033 202.6322 27.4795 72.8164
3 28 590.8769 224.0728 34.498 86.652
3 29 92.7874 209.0748 26.9947 76.6005
3 30 262.4984 184.8535 23.133 73.5024
3 32 245.7935 213.3101 29.2175 75.0584
3 33 271.213 210.334 32.2609 74.2056
3 34 359.1811 264.478 35.0486 104.2038
3 37 521.0359 156.9212 27.2615 68.4345
3 38 347.0654 159.9229 27.2451 58.1732
3 39 291.7039 156.1661 33.0959 62.1513
3 40 15.5591 207.9488 18.0055 69.0134
4 1 35.3575 186.4426 20.2401 63.885
4 2 526.6794 243.8075 35.415 95.795
4 3 521.8098 171.3854 31.2697 75.315
4 4 476.7697 130.8559 27.4087 63.9376
4 5 229.06 168.594 25.2481 62.7779
4 6 215.6253 167.065 25.755 64.68
4 7 185.7698 164.3829 25.8297 61.2891
4 8 181.6691 157.2124 22.36 60.7187
4 9 155.3102 166.4674 25.9124 59.4361
4 10 119.925 151.1565 25.55 60.5724
4 11 76.2399 231.4633 29.7601 75.8885
4 12 43.226 153.4844 21.9729 57.7996
4 13 64.7488 177.5122 18.69 64.4013
4 14 83.5397 167.45 18.9262 62.45
4 18 493.795 233.55 30.905 96.1
4 20 34.3698 199.5236 27.9003 77.0583
4 21 56.7807 199.0292 22.4317 68.2584
4 22 76.5215 211.2169 25.2896 75.789
4 23 109.4636 190.6906 25.1833 65.2013
4 25 141.0479 203.375 27.3801 72.9999
4 27 6.9181 189.3325 13.8363 64.89
4 28 599.1646 226.0002 33.5972 88.1971
4 29 98.0042 209.6571 26.965 76.8542
4 30 269.17 185.2517 23.19 73.7534
4 32 251.33 214.2975 29.55 75.405
4 33 276.671 210.8751 32.1338 74.045
4 34 359.794 265.6624 34.9174 104.335
4 37 527.6262 156.551 27.9769 67.4653
4 38 351.3157 160.1275 27.2575 58.335
4 39 296.3503 155.9287 32.6775 62.2833
4 40 17.8266 208.4595 18.6182 69.1647
5 1 37.5122 187.1687 20.195 63.8574
5 2 530.0019 243.1524 36.8229 95.0724
5 3 529.2511 170.8825 32.7625 75.285
5 4 482.7945 130.4562 26.8471 63.935
5 5 234.0063 168.3426 24.8119 62.67
5 6 222.9096 166.2347 24.8274 64.455
5 7 191.9044 163.5732 25.6741 61.3031
5 8 184.4731 157.6051 22.3401 60.7571
5 9 160.2927 166.2033 25.5433 59.351
5 10 125.245 150.6025 25.55 60.57
5 11 79.2731 232.923 29.7387 76.7405
5 12 47.0155 153.4268 21.8713 57.5587
5 13 65.0564 178.0927 18.69 64.3829
5 14 87.6675 167.5161 18.915 62.3778
5 18 495.8828 233.3609 31.195 95.7667
5 20 38.7734 199.8419 28.3972 76.9281
5 21 61.3687 199.4627 22.3883 67.8553
5 22 81.3353 211.4842 25.4758 76.4077
5 23 114.1909 190.8965 24.83 65.3429
5 25 146.85 204.1249 27.28 73.185
5 27 9.2041 189.3937 15.0667 65.1812
5 28 607.3587 227.8787 32.2899 89.6931
5 29 103.2725 210.245 26.935 77.11
5 30 275.9076 185.6538 23.2476 74.007
5 32 256.9213 215.2946 29.8858 75.755
5 33 282.1822 211.4214 32.005 73.8829
5 34 360.4134 266.8583 34.785 104.4674
5 37 534.0833 156.238 28.5892 66.7425
5 38 355.6083 160.3342 27.2703 58.4984
5 39 301.0423 155.6892 32.2547 62.4167
5 40 20.6445 208.949 19.2566 69.2186
6 1 39.6666 187.895 20.15 63.8299
6 2 533.2901 242.4812 38.1465 94.367
6 3 536.6691 170.3849 34.2376 75.252
6 4 488.8131 130.0572 26.2941 63.9326
6 5 238.953 168.0911 24.3758 62.5622
6 6 230.1795 165.4068 23.911 64.2281
6 7 198.039 162.7635 25.5181 61.3169
6 8 187.2771 157.9975 22.3204 60.795
6 9 165.1794 165.9672 25.1686 59.2755
6 10 130.5543 150.0528 25.55 60.5694
6 11 82.3163 234.3236 29.7392 77.5506
6 12 50.8052 153.3686 21.7703 57.3171
6 13 64.3122 178.5569 18.69 64.365
6 14 91.7952 167.5821 18.9038 62.3058
6 18 497.9709 233.1717 31.485 95.4333
6 20 43.2183 200.1593 28.8099 76.8267
6 21 65.9562 199.8963 22.345 67.4525
6 22 86.2344 211.831 25.6165 76.9945
6 23 118.9187 191.1028 24.4767 65.485
6 25 152.6395 204.8754 27.1828 73.3728
6 27 10.67 189.478 16.5185 65.5215
6 28 615.3016 229.7456 30.9145 91.0901
6 29 108.5409 210.8329 26.905 77.3658
6 30 282.6349 186.063 23.3056 74.2641
6 32 262.5126 216.2912 30.2219 76.1049
6 33 287.693 211.9681 31.8762 73.7213
6 34 361.0332 268.0537 34.6526 104.5999
6 37 540.3395 155.9864 29.0893 66.2784
6 38 359.9009 160.541 27.2834 58.662
6 39 305.7342 155.45 31.8316 62.55
6 40 24.187 209.4024 19.9216 69.1372
7 1 41.8208 188.6211 20.105 63.8022
7 2 536.4917 241.7689 39.257 93.7048
7 3 544.0072 169.9046 35.6526 75.2085
7 4 494.8101 129.6628 25.7722 63.9311
7 5 243.9 167.8395 23.94 62.4542
7 6 237.3987 164.5881 23.0322 63.995
7 7 204.1735 161.9538 25.3619 61.3308
7 8 190.0816 158.3899 22.3013 60.8329
7 9 169.8891 165.7832 24.7836 59.2182
7 10 135.827 149.5172 25.55 60.5753
7 11 85.3785 235.6146 29.7799 78.283
7 12 54.5949 153.31 21.6697 57.075
7 13 62.5167 178.9042 18.69 64.3471
7 14 95.9227 167.6479 18.8921 62.2342
7 18 500.0591 232.9824 31.775 95.1
7 20 47.7398 200.4742 29.0662 76.7789
7 21 70.5476 200.3249 22.3059 67.0545
7 22 91.2496 212.2862 25.6954 77.538
7 23 123.6467 191.3095 24.1233 65.6271
7 25 158.3847 205.6273 27.0954 73.5703
7 27 12.5554 189.5942 17.9839 65.8548
7 28 622.859 231.6576 29.8058 92.3298
7 29 113.8095 211.421 26.875 77.622
7 30 289.3279 186.4954 23.3655 74.5326
7 32 268.104 217.2869 30.5581 76.4546
7 33 293.2039 212.5152 31.7479 73.5604
7 34 361.6531 269.2483 34.52 104.7322
7 37 546.4486 155.7796 29.5069 66.0039
7 38 364.1933 160.7479 27.2967 58.8258
7 39 310.4166 155.2144 31.4074 62.6833
7 40 28.4542 209.8197 20.6131 68.9206
8 1 43.975 189.3471 20.06 63.7742
8 2 539.5332 240.9805 39.9724 93.1224
8 3 551.1443 169.4687 36.9164 75.1388
8 4 500.7519 129.2806 25.3296 63.9313
8 5 248.847 167.5879 23.5042 62.3458
8 6 244.4904 163.7933 22.2484 63.7459
8 7 210.3026 161.1483 25.2109 61.3431
8 8 192.8868 158.7826 22.2829 60.8713
8 9 174.3579 165.6705 24.3844 59.1861
8 10 141.0072 149.0166 25.55 60.5978
8 11 88.4671 236.7561 29.8751 78.9093
8 12 58.3848 153.2518 21.5687 56.8329
8 13 59.9492 179.1652 18.69 64.3288
8 14 100.05 167.7139 18.88 62.1622
8 18 502.1472 232.7933 32.065 94.7667
8 20 52.366 200.7852 29.1096 76.8039
8 21 75.1544 200.736 22.2813 66.6721
8 22 96.3813 212.8499 25.7124 78.0383
